lat,long,c_label,gridsect_number,fixed_substrate,isotype,sub_pop,env_par,value,filter_20m,kalopa,volcano_1,volcano_2,maui,kauai,geo_cluster,mean_value_20m,value_thinned
20.039656,-155.438103,C-3178,NA,Leaf litter,ECA710,E,altitude,656.3305085,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,653.1624918,656.3305085
19.115403,-155.81845,C-3264,NA,Leaf litter,ECA732,A,altitude,655.7813765,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,602.12197455,655.7813765
19.115886,-155.818386,C-3266,NA,Vegetation,ECA733,A,altitude,651.7065217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,602.12197455,651.7065217
19.115292,-155.819336,C-3270,NA,Leaf litter,ECA746,H,altitude,640.3041958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,890.74065575,640.3041958
21.33,-157.86,1,NA,Fruit,CB4856,A,altitude,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,602.12197455,NA
20.6344,-156.3935,3,NA,Vegetation,QX1791,A,altitude,610,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,602.12197455,610
20.70554,-156.35475,4,NA,Fruit,QX1792,E,altitude,882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,995.6,882
20.70559,-156.35678,5,NA,Vegetation,QX1793,E,altitude,865,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,maui,865,865
19.424167,-155.221944,8,NA,Flower,ECA191,H,altitude,1123,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,1118.7421875,1123
22.14787,-159.63105,9,NA,Fruit,XZ1513,E,altitude,1263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,995.6,1263
22.149,-159.668,10,NA,Fruit,XZ1514,F,altitude,979,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,979,979
22.149,-159.668,11,NA,Fruit,XZ1515,E,altitude,979,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,979,979
20.723611,-156.304444,13,NA,Leaf litter,ECA363,F,altitude,1653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1417.6133158571429,1653
21.175556,-157.006389,14,NA,Leaf litter,ECA369,A,altitude,491,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,602.12197455,491
22.121667,-159.664444,15,NA,Leaf litter,ECA372,E,altitude,1121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,995.6,1121
19.449831,-155.235493,16,NA,Fruit,ECA396,H,altitude,1141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,890.74065575,1141
19.438889,-155.303611,17,NA,Leaf litter,ECA347,F,altitude,1226,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1417.6133158571429,1226
21.13927631,-156.9740559,C-0736,NA,Flower,ECA738,E,ambient_temperature,24.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,24.799999999999997,24.7
20.670022,-156.339189,C-1142,NA,Fruit,ECA740,F,ambient_temperature,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,19.2
22.123283,-159.656428,C-1175,NA,Flower,ECA701,F,ambient_temperature,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,21.9
20.6762,-156.338322,C-1329,NA,Fruit,ECA741,F,ambient_temperature,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,18.5
20.741871,-156.32317,C-1480,NA,Flower,ECA743,E,ambient_temperature,24.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,24.799999999999997,24.9
19.92253451,-155.7052173,C-1489,NA,Leaf litter,ECA742,F,ambient_temperature,22.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,22.9
19.719231,-155.949572,C-2677,NA,Leaf litter,ECA744,H,ambient_temperature,23.333333333333336,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,22.855555555555558,23.333333333333336
19.424272,-155.221661,C-2805,NA,Leaf litter,ECA723,H,ambient_temperature,20.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,20.5,20.5
20.039858,-155.441608,C-2824,3,Fruit,ECA760,E,ambient_temperature,22.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,22.764705882352942,22.764705882352942
19.700464,-155.955839,C-2865,NA,Leaf litter,ECA745,H,ambient_temperature,21.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,22.855555555555558,21.9
19.439144,-155.303825,C-3007,NA,Leaf litter,ECA724,F,ambient_temperature,23.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,23.3
19.423869,-155.222483,C-3058,1,Leaf litter,ECA730,H,ambient_temperature,18.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,18.45,18.45
19.423864,-155.222478,C-3097,1,Leaf litter,ECA712,E,ambient_temperature,18.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,18.5,18.5
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA703,A,ambient_temperature,23.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,23.3,23.3
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA705,E,ambient_temperature,23.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,22.6,23.3
20.039656,-155.438103,C-3178,NA,Leaf litter,ECA710,E,ambient_temperature,21.9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,22.6,21.9
19.115403,-155.81845,C-3264,NA,Leaf litter,ECA732,A,ambient_temperature,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,25.694444444444446,26
19.115886,-155.818386,C-3266,NA,Vegetation,ECA733,A,ambient_temperature,25.388888888888893,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,25.694444444444446,25.388888888888893
21.33,-157.86,1,NA,Fruit,CB4856,A,ambient_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,25.694444444444446,NA
20.70554,-156.35475,4,NA,Fruit,QX1792,E,ambient_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,24.799999999999997,NA
20.70559,-156.35678,5,NA,Vegetation,QX1793,E,ambient_temperature,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,maui,NaN,NaN
19.424167,-155.221944,8,NA,Flower,ECA191,H,ambient_temperature,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,20.5,NA
22.149,-159.668,10,NA,Fruit,XZ1514,F,ambient_temperature,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
22.149,-159.668,11,NA,Fruit,XZ1515,E,ambient_temperature,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
20.723611,-156.304444,13,NA,Leaf litter,ECA363,F,ambient_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.16,NA
19.449831,-155.235493,16,NA,Fruit,ECA396,H,ambient_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,22.855555555555558,NA
21.13927631,-156.9740559,C-0736,NA,Flower,ECA738,E,substrate_temperature,22.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.549999999999997,22.4
20.670022,-156.339189,C-1142,NA,Fruit,ECA740,F,substrate_temperature,16.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.099999999999998,16.9
22.123283,-159.656428,C-1175,NA,Flower,ECA701,F,substrate_temperature,19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.099999999999998,19.2
20.6762,-156.338322,C-1329,NA,Fruit,ECA741,F,substrate_temperature,18.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.099999999999998,18.2
20.741871,-156.32317,C-1480,NA,Flower,ECA743,E,substrate_temperature,20.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.549999999999997,20.7
19.719231,-155.949572,C-2677,NA,Leaf litter,ECA744,H,substrate_temperature,17.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.866666666666667,17.5
19.424272,-155.221661,C-2805,NA,Leaf litter,ECA723,H,substrate_temperature,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,18,18
20.039858,-155.441608,C-2824,3,Fruit,ECA760,E,substrate_temperature,20.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,20.488888888888887,20.488888888888887
19.700464,-155.955839,C-2865,NA,Leaf litter,ECA745,H,substrate_temperature,20.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.866666666666667,20.6
19.439144,-155.303825,C-3007,NA,Leaf litter,ECA724,F,substrate_temperature,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.099999999999998,18
19.423869,-155.222483,C-3058,1,Leaf litter,ECA730,H,substrate_temperature,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,14.85,14.85
19.423864,-155.222478,C-3097,1,Leaf litter,ECA712,E,substrate_temperature,15.4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,15.4,15.4
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA703,A,substrate_temperature,18.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,18.7,18.7
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA705,E,substrate_temperature,18.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,19.6,18.7
20.039656,-155.438103,C-3178,NA,Leaf litter,ECA710,E,substrate_temperature,20.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,19.6,20.5
19.115403,-155.81845,C-3264,NA,Leaf litter,ECA732,A,substrate_temperature,23.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.85,23.3
19.115886,-155.818386,C-3266,NA,Vegetation,ECA733,A,substrate_temperature,20.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.85,20.4
19.115292,-155.819336,C-3270,NA,Leaf litter,ECA746,H,substrate_temperature,18.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.866666666666667,18.5
21.33,-157.86,1,NA,Fruit,CB4856,A,substrate_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.85,NA
20.70554,-156.35475,4,NA,Fruit,QX1792,E,substrate_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21.549999999999997,NA
20.70559,-156.35678,5,NA,Vegetation,QX1793,E,substrate_temperature,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,maui,NaN,NaN
19.424167,-155.221944,8,NA,Flower,ECA191,H,substrate_temperature,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,18,NA
22.149,-159.668,10,NA,Fruit,XZ1514,F,substrate_temperature,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
22.149,-159.668,11,NA,Fruit,XZ1515,E,substrate_temperature,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
20.723611,-156.304444,13,NA,Leaf litter,ECA363,F,substrate_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.099999999999998,NA
19.449831,-155.235493,16,NA,Fruit,ECA396,H,substrate_temperature,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,18.866666666666667,NA
21.13927631,-156.9740559,C-0736,NA,Flower,ECA738,E,ambient_humidity,70.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,67.94999999999999,70.6
20.670022,-156.339189,C-1142,NA,Fruit,ECA740,F,ambient_humidity,80.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,80.4
22.123283,-159.656428,C-1175,NA,Flower,ECA701,F,ambient_humidity,79.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,79.9
20.6762,-156.338322,C-1329,NA,Fruit,ECA741,F,ambient_humidity,90.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,90.1
20.741871,-156.32317,C-1480,NA,Flower,ECA743,E,ambient_humidity,65.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,67.94999999999999,65.3
19.92253451,-155.7052173,C-1489,NA,Leaf litter,ECA742,F,ambient_humidity,67.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,67.3
19.719231,-155.949572,C-2677,NA,Leaf litter,ECA744,H,ambient_humidity,80,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,82.73333333333333,80
19.424272,-155.221661,C-2805,NA,Leaf litter,ECA723,H,ambient_humidity,82,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,82,82
20.039858,-155.441608,C-2824,3,Fruit,ECA760,E,ambient_humidity,83.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,81.22941176470589,81.22941176470589
19.700464,-155.955839,C-2865,NA,Leaf litter,ECA745,H,ambient_humidity,82.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,82.73333333333333,82.6
19.439144,-155.303825,C-3007,NA,Leaf litter,ECA724,F,ambient_humidity,68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,68
19.423869,-155.222483,C-3058,1,Leaf litter,ECA730,H,ambient_humidity,94,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,94,94
19.423864,-155.222478,C-3097,1,Leaf litter,ECA712,E,ambient_humidity,94,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,94,94
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA703,A,ambient_humidity,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,75,75
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA705,E,ambient_humidity,75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,75.25,75
20.039656,-155.438103,C-3178,NA,Leaf litter,ECA710,E,ambient_humidity,75.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,75.25,75.5
19.115403,-155.81845,C-3264,NA,Leaf litter,ECA732,A,ambient_humidity,75.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,75.9,75.5
19.115886,-155.818386,C-3266,NA,Vegetation,ECA733,A,ambient_humidity,76.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,75.9,76.3
19.115292,-155.819336,C-3270,NA,Leaf litter,ECA746,H,ambient_humidity,85.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,82.73333333333333,85.6
21.33,-157.86,1,NA,Fruit,CB4856,A,ambient_humidity,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,75.9,NA
20.70554,-156.35475,4,NA,Fruit,QX1792,E,ambient_humidity,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,67.94999999999999,NA
20.70559,-156.35678,5,NA,Vegetation,QX1793,E,ambient_humidity,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,maui,NaN,NaN
19.424167,-155.221944,8,NA,Flower,ECA191,H,ambient_humidity,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,82,NA
22.149,-159.668,10,NA,Fruit,XZ1514,F,ambient_humidity,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
22.149,-159.668,11,NA,Fruit,XZ1515,E,ambient_humidity,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
20.723611,-156.304444,13,NA,Leaf litter,ECA363,F,ambient_humidity,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,77.14,NA
19.449831,-155.235493,16,NA,Fruit,ECA396,H,ambient_humidity,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,82.73333333333333,NA
21.13927631,-156.9740559,C-0736,NA,Flower,ECA738,E,substrate_moisture,66.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,46,66.5
20.670022,-156.339189,C-1142,NA,Fruit,ECA740,F,substrate_moisture,73.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,59,73.5
22.123283,-159.656428,C-1175,NA,Flower,ECA701,F,substrate_moisture,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,59,NA
20.6762,-156.338322,C-1329,NA,Fruit,ECA741,F,substrate_moisture,68.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,59,68.5
20.741871,-156.32317,C-1480,NA,Flower,ECA743,E,substrate_moisture,25.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,46,25.5
19.92253451,-155.7052173,C-1489,NA,Leaf litter,ECA742,F,substrate_moisture,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,59,30
19.719231,-155.949572,C-2677,NA,Leaf litter,ECA744,H,substrate_moisture,66.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,51.833333333333336,66.5
19.424272,-155.221661,C-2805,NA,Leaf litter,ECA723,H,substrate_moisture,70.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,70.5,70.5
20.039858,-155.441608,C-2824,3,Fruit,ECA760,E,substrate_moisture,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,68.28571428571429,68.28571428571429
19.700464,-155.955839,C-2865,NA,Leaf litter,ECA745,H,substrate_moisture,36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,51.833333333333336,36
19.439144,-155.303825,C-3007,NA,Leaf litter,ECA724,F,substrate_moisture,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,59,64
19.423869,-155.222483,C-3058,1,Leaf litter,ECA730,H,substrate_moisture,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,70,70
19.423864,-155.222478,C-3097,1,Leaf litter,ECA712,E,substrate_moisture,71.5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,volcano_1,71.5,71.5
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA703,A,substrate_moisture,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,65,65
20.038831,-155.438922,C-3133,NA,Leaf litter,ECA705,E,substrate_moisture,65,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,64.5,65
20.039656,-155.438103,C-3178,NA,Leaf litter,ECA710,E,substrate_moisture,64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kalopa,64.5,64
19.115403,-155.81845,C-3264,NA,Leaf litter,ECA732,A,substrate_moisture,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,52,62
19.115886,-155.818386,C-3266,NA,Vegetation,ECA733,A,substrate_moisture,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,52,42
19.115292,-155.819336,C-3270,NA,Leaf litter,ECA746,H,substrate_moisture,53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,51.833333333333336,53
21.33,-157.86,1,NA,Fruit,CB4856,A,substrate_moisture,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,52,NA
20.70554,-156.35475,4,NA,Fruit,QX1792,E,substrate_moisture,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,46,NA
20.70559,-156.35678,5,NA,Vegetation,QX1793,E,substrate_moisture,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,maui,NaN,NaN
19.424167,-155.221944,8,NA,Flower,ECA191,H,substrate_moisture,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,volcano_2,70.5,NA
22.149,-159.668,10,NA,Fruit,XZ1514,F,substrate_moisture,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
22.149,-159.668,11,NA,Fruit,XZ1515,E,substrate_moisture,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,kauai,NaN,NaN
19.449831,-155.235493,16,NA,Fruit,ECA396,H,substrate_moisture,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,51.833333333333336,NA
